PName_original;PName;iso3;first;last;iso3Birth;Start_year;Start_month;End_year;End_month;Position;Sex;Birth_year;Birth_month;Education;BA_or_MA;MBA;PhD;CountryBirth;CityBirth
Dr. Markus Lusser;Markus Lusser;CHE;markus;lusser;CHE;;;;;0;0;;;;;;;;
Dr. Markus Lusser;Markus Lusser;CHE;markus;lusser;CHE;;;;;2;0;;;;;;;;
Kurt Hauri;Kurt Hauri;CHE;kurt;hauri;CHE;;;;;0;0;;;;;;;;
Dr. Hans Meyer;Hans Meyer;CHE;hans;meyer;CHE;;;;;2;0;;;;;;;;
Kathi Bangerter;Kathi Bangerter;CHE;kathi;bangerter;CHE;;;;;0;1;;;;;;;;
Henri Andre;Henri Andre;CHE;henri;andre;CHE;;;;;0;0;;;;;;;;
George Rich;George Rich;CHE;george;rich;CHE;;;;;0;0;1863;5;1;;;;Australia;Braidwood
Ueli Forster;Ueli Forster;CHE;ueli;forster;CHE;;;;;0;0;1939;10;2;;;;Switzerland;St. Gallen
Yvette Jaggi;Yvette Jaggi;CHE;yvette;jaggi;CHE;1987;11;1991;11;0;1;1941;2;2;;;;Switzerland;Lausanne
Eduard Belser;Eduard Belser;CHE;eduard;belser;CHE;;;;;0;0;;;;;;;;
Ulrich Kohli;Ulrich Kohli;CHE;ulrich;kohli;CHE;;;;;0;0;;;;;;;;
Philippe Pidoux;Philippe Pidoux;CHE;philippe;pidoux;CHE;;;;;0;0;;;;;;;;
Niklaus Blattner;Niklaus Blattner;CHE;niklaus;blattner;CHE;;;;;2;0;;;;;;;;
Niklaus Blattner;Niklaus Blattner;CHE;niklaus;blattner;CHE;;;;;0;0;;;;;;;;
Werner Messmer;Werner Messmer;CHE;werner;messmer;CHE;;;;;0;0;;;;;;;;
Dr. Jean-Pierre Roth;Jean Roth;CHE;jean;roth;CHE;;;;;2;0;1924;3;;;;;France;Le Havre
Franz Marty;Franz Marty;CHE;franz;marty;CHE;;;;;0;0;;;;;;;;
Ruth Luthi;Ruth Luthi;CHE;ruth;luthi;CHE;1988;;1991;;0;1;1947;9;2;;;;Switzerland;Grenchen
Hans Ulrich Raggenbass;Hans Raggenbass;CHE;hans;raggenbass;CHE;;;;;0;0;;;;;;;;
Gerold Buhrer;Gerold Buhrer;CHE;gerold;buhrer;CHE;1991;11;2007;12;0;0;1948;6;;;;;Switzerland;Hofen
Alfredo Gysi;Alfredo Gysi;CHE;alfredo;gysi;CHE;;;;;0;0;;;;;;;;
Jean-Pierre Danthine;Jean Danthine;CHE;jean;danthine;CHE;;;;;2;0;;;;;;;;
Konrad Hummler;Konrad Hummler;CHE;konrad;hummler;CHE;;;;;0;0;1953;3;4;;"University of; Zurich University of Rochester";;Switzerland;St. Gallen
Rita Fuhrer;Rita Fuhrer;CHE;rita;fuhrer;CHE;;;;;0;1;;;;;;;;
Serge Gaillard;Serge Gaillard;CHE;serge;gaillard;CHE;;;;;0;0;;;;;;;;
Olivier Steimber;Olivier Steimber;CHE;olivier;steimber;CHE;;;;;0;0;;;;;;;;
Ernst Stocker;Ernst Stocker;CHE;ernst;stocker;CHE;;;;;0;0;;;;;;;;
Eveline Widmer Schlumpf;Eveline Schlumpf;CHE;eveline;schlumpf;CHE;2008;1;2015;12;0;1;1956;3;2;;;;Switzerland;Felsberg
Jean Studer;Jean Studer;CHE;jean;studer;CHE;;;;;0;0;1914;9;;;;;Switzerland;Biel/Bienne
Martin Kraenzlin;Martin Kraenzlin;CHE;martin;kraenzlin;CHE;;;;;0;0;;;;;;;;
Marina Masoni;Marina Masoni;CHE;marina;masoni;CHE;;;;;0;1;;;;;;;;
Christoph Lengwiler;Christoph Lengwiler;CHE;christoph;lengwiler;CHE;;;;;0;0;;;;;;;;
Heinz Karrer;Heinz Karrer;CHE;heinz;karrer;CHE;;;;;0;0;1959;5;;;;;Switzerland;Winterthur
Christoph Mäder;Christoph Mader;CHE;christoph;mader;CHE;;;;;0;0;;;;;;;;
Dewet Moser;Dewet Moser;CHE;dewet;moser;CHE;;;;;0;0;;;;;;;;
Simonetta Sommaruga;Simonetta Sommaruga;CHE;simonetta;sommaruga;CHE;2010;11;2022;12;0;1;1960;5;2;Lucerne University;;;Switzerland;Zug
Shelby Pasquier;Shelby Pasquier;CHE;shelby;pasquier;CHE;;;;;0;0;;;;;;;;
Fritz Zurbrügg;Fritz Zurbrugg;CHE;fritz;zurbrugg;CHE;;;;;1;0;;;;;;;;
Romeo Lacher;Romeo Lacher;CHE;romeo;lacher;CHE;;;;;1;0;;;;;;;;
Laura Sadis;Laura Sadis;CHE;laura;sadis;CHE;;;;;0;1;;;;;;;;
Monika Butler;Monika Butler;CHE;monika;butler;CHE;;;;;0;1;;;;;;;;
Rajna Gibson Brandon;Rajna Brandon;CHE;rajna;brandon;CHE;;;;;0;1;;;;;;;;
Philipp Hildebrand;Philipp Hildebrand;CHE;philipp;hildebrand;CHE;2010;;2012;1;2;0;1963;7;2;"Graduate Institute of International; University of; Lincoln College";;;Switzerland;Bern
Thomas Jordan;Thomas Jordan;CHE;thomas;jordan;CHE;;;;;2;0;;;;;;;;
Barbara Janom;Barbara Janom;CHE;barbara;janom;CHE;;;;;0;1;;;;;;;;
Barbara Steiner;Barbara Steiner;CHE;barbara;steiner;CHE;;;;;0;1;1964;;2;;;;Austria;Dörfles
Renaud de Planta;Renaud Planta;CHE;renaud;planta;CHE;;;;;0;0;1963;11;;;;;Switzerland;Geneva
Daniel Lampart;Daniel Lampart;CHE;daniel;lampart;CHE;;;;;0;0;;;;;;;;
Andrea Maechler;Andrea Maechler;CHE;andrea;maechler;CHE;;;;;0;0;1969;1;1;;;;Switzerland;Geneva
Vania Alleva;Vania Alleva;CHE;vania;alleva;CHE;;;;;0;1;;;;;;;;
Antoine Martin;Antoine Martin;CHE;antoine;martin;CHE;;;;;1;0;;;;;;;;
Christoph Ammann;Christoph Ammann;CHE;christoph;ammann;CHE;;;;;1;0;;;;;;;;
Cedric Tille;Cedric Tille;CHE;cedric;tille;CHE;;;;;0;0;;;;;;;;
Angelo Ranaldo;Angelo Ranaldo;CHE;angelo;ranaldo;CHE;;;;;0;0;;;;;;;;
Thomas Wiedmer;Thomas Wiedmer;CHE;thomas;wiedmer;CHE;;;;;0;0;;;;;;;;
Christian Vitta;Christian Vitta;CHE;christian;vitta;CHE;;;;;0;0;;;;;;;;
Martin Schlegel;Martin Schlegel;CHE;martin;schlegel;CHE;2022;5;2024;9;1;0;1976;8;6;;;"University of; Zurich University of Basel";;
Martin Schlegel;Martin Schlegel;CHE;martin;schlegel;CHE;2024;10;;;0;0;1976;8;6;;;"University of; Zurich University of Basel";;
Thomas Moser;Thomas Moser;CHE;thomas;moser;CHE;;;;;0;0;1945;5;1;;;;United States;Richmond
Rosmarie Schlup;Rosmarie Schlup;CHE;rosmarie;schlup;CHE;;;;;1;1;;;;;;;;
Michel Peytrignet;Michel Peytrignet;CHE;michel;peytrignet;CHE;;;;;0;0;;;;;;;;
Alexander Swoboda;Alexander Swoboda;CHE;alexander;swoboda;CHE;;;;;0;0;;;;;;;;
Armin Jans;Armin Jans;CHE;armin;jans;CHE;;;;;0;0;;;;;;;;
Petra Tschudin;Petra Tschudin;CHE;petra;tschudin;CHE;;;;;1;1;;;;;;;;
Manuel Trucco Franzani;Manuel Franzani;CHL;manuel;franzani;CHL;;;;;2;0;;;;;;;;
Sergio Molina Silva;Sergio Silva;CHL;sergio;silva;CHL;;;;;2;0;;;;;;;;
Carlos Matus Romo;Carlos Romo;CHL;carlos;romo;CHL;;;;;0;0;1966;10;;;;;;
Carlos Massad Abud;Carlos Abud;CHL;carlos;abud;CHL;;;;;2;0;;;;;;;;
Carlos Massad;Carlos Massad;CHL;carlos;massad;CHL;1967;;1970;;2;0;1932;8;3;;;;Chile;Santiago
Carlos Rodriguez;Carlos Rodriguez;CHL;carlos;rodriguez;CHL;;;;;2;0;;;;;;;;
Andrés Bianchi Larre;Andres Larre;CHL;andres;larre;CHL;;;;;2;0;;;;;;;;
María Elena Ovalle;Maria Ovalle;CHL;maria;ovalle;CHL;;;;;0;1;;;;;;;;
Alvaro Bardón Muñoz;Alvaro Munoz;CHL;alvaro;munoz;CHL;;;;;2;0;;;;;;;;
Carlos Cáceres Contreras;Carlos Contreras;CHL;carlos;contreras;CHL;;;;;2;0;;;;;;;;
Vittorio Corbo Lioi;Vittorio Lioi;CHL;vittorio;lioi;CHL;;;;;0;0;;;;;;;;
Stephany Griffithjones;Stephany Griffithjones;CHL;stephany;griffithjones;CHL;;;;;0;1;;;;;;;;
Stephany Griffithjones;Stephany Griffithjones;CHL;stephany;griffithjones;CHL;;;;;1;1;;;;;;;;
Miguel Kast Rist;Miguel Rist;CHL;miguel;rist;CHL;;;;;2;0;;;;;;;;
Roberto Zahler Mayanz;Roberto Mayanz;CHL;roberto;mayanz;CHL;;;;;2;0;;;;;;;;
Pablo Piñera;Pablo Pinera;CHL;pablo;pinera;CHL;;;;;2;0;;;;;;;;
Jorge Desormeaux;Jorge Desormeaux;CHL;jorge;desormeaux;CHL;;;;;1;0;1950;8;3;"Catholic University of; Massachusetts Institute of Technology";;;Chile;Santiago
Jorge Desormeaux Jiménez;Jorge Jimenez;CHL;jorge;jimenez;CHL;;;;;0;0;;;;;;;;
Enrique Marshall;Enrique Marshall;CHL;enrique;marshall;CHL;;;;;0;0;;;;;;;;
Jorge Desormeaux Jiménez;Jorge Jimenez;CHL;jorge;jimenez;CHL;;;;;1;0;;;;;;;;
José Manuel Marfán Lewis;Jose Lewis;CHL;jose;lewis;CHL;;;;;0;0;;;;;;;;
Manuel Marfan;Manuel Marfan;CHL;manuel;marfan;CHL;1999;12;2000;3;1;0;1952;12;6;;;Yale University;Chile;Santiago
Joaquín Luis Vial Ruiz-Tagle;Joaquin Ruiztagle;CHL;joaquin;ruiztagle;CHL;;;;;0;0;;;;;;;;
Joaquin Vial;Joaquin Vial;CHL;joaquin;vial;CHL;;;;;1;0;;;;;;;;
Jorge Rivera;Jorge Rivera;CHL;jorge;rivera;CHL;;;;;1;0;;;;;;;;
Jorge Marshall;Jorge Marshall;CHL;jorge;marshall;CHL;;;;;1;0;1954;6;2;"University of; Harvard University";;;Chile;( 1954-07-10 ) 10 July 1954 (age 71) Santiago
Rosanna Costa;Rosanna Costa;CHL;rosanna;costa;CHL;2022;2;;;2;1;1957;12;2;Catholic University of Chile;;;Chile;Viña del Mar
José De Gregorio;Jose Gregorio;CHL;jose;gregorio;CHL;;;;;0;0;;;;;;;;
José De Gregorio Rebecco;Jose Rebecco;CHL;jose;rebecco;CHL;;;;;2;0;;;;;;;;
Jose De Gregorio Rebeco;Jose Rebeco;CHL;jose;rebeco;CHL;;;;;0;0;;;;;;;;
Mario Marcel Cullell;Mario Cullell;CHL;mario;cullell;CHL;;;;;0;0;;;;;;;;
Mario Marcel;Mario Marcel;CHL;mario;marcel;CHL;2016;12;2022;1;2;0;1959;10;3;;;;Chile;Santiago
Pablo Silva;Pablo Silva;CHL;pablo;silva;CHL;;;;;0;0;1984;11;;;;;Uruguay;Montevideo
Pablo Baraona Urzúa;Rodrigo Urzua;CHL;rodrigo;urzua;CHL;;;;;2;0;;;;;;;;
Rodrigo Vergara Montes;Rodrigo Montes;CHL;rodrigo;montes;CHL;;;;;0;0;1999;10;;;;;Argentina;Córdoba
Rodrigo Vergara;Rodrigo Vergara;CHL;rodrigo;vergara;CHL;2011;12;2016;12;0;0;1962;6;2;Harvard University;;;Chile;Santiago
Sebastián Claro Edwards;Sebastian Edwards;CHL;sebastian;edwards;CHL;;;;;0;0;1953;8;6;;;;Chile;Santiago
Sebastián Claro Edwards;Sebastian Edwards;CHL;sebastian;edwards;CHL;;;;;1;0;1953;8;6;;;;Chile;Santiago
Pablo Garcia;Pablo Garcia;CHL;pablo;garcia;CHL;2007;6;2013;6;0;0;1925;9;2;;;;Philippines;Dumanjug
Claudio Gamboa;Claudio Gamboa;CHL;claudio;gamboa;CHL;;;;;0;0;;;;;;;;
Sebastin Claro;Sebastin Claro;CHL;sebastin;claro;CHL;;;;;0;0;;;;;;;;
Sebastián Claro;Sebastian Claro;CHL;sebastian;claro;CHL;;;;;1;0;;;;;;;;
Alberto Naudon;Alberto Naudon;CHL;alberto;naudon;CHL;;;;;0;0;1916;7;2;;;;Chile;Santiago
Alberto Naudon Dell’Oro;Alberto Delloro;CHL;alberto;delloro;CHL;;;;;1;0;;;;;;;;
Arturo Maschke Tornero;Arturo Tornero;CHL;arturo;tornero;CHL;;;;;2;0;;;;;;;;
Eduardo Figueroa Geisse;Eduardo Geisse;CHL;eduardo;geisse;CHL;;;;;2;0;;;;;;;;
Luis Mackenna Shiell;Luis Shiell;CHL;luis;shiell;CHL;;;;;2;0;;;;;;;;
Alfonso Inostroza Cuevas;Alfonso Cuevas;CHL;alfonso;cuevas;CHL;;;;;2;0;;;;;;;;
Eduardo Cano Quijada;Eduardo Quijada;CHL;eduardo;quijada;CHL;;;;;2;0;;;;;;;;
Pablo Baraona Urzúa;Pablo Urzua;CHL;pablo;urzua;CHL;;;;;2;0;;;;;;;;
Sergio de la Cuadra Fabres;Sergio Fabres;CHL;sergio;fabres;CHL;;;;;2;0;;;;;;;;
Hernán Felipe Errázuriz Correa;Hernan Correa;CHL;hernan;correa;CHL;;;;;2;0;;;;;;;;
Francisco Ibánez Barceló;Francisco Barcelo;CHL;francisco;barcelo;CHL;;;;;2;0;;;;;;;;
Enrique Seguel Morel;Enrique Morel;CHL;enrique;morel;CHL;;;;;2;0;;;;;;;;
Manuel Concha Martínez;Manuel Martinez;CHL;manuel;martinez;CHL;;;;;2;0;;;;;;;;
* Nci;* Nci;CHL;*;nci;CHL;;;;;0;0;;;;;;;;
Nan Hanchen;Nan Hanchen;CHN;;hanchen;CHN;;;;;2;0;;;;;;;;
Cao Juru;Cao Juru;CHN;cao;juru;CHN;;;;;2;0;1901;5;;;;;;
Li Baohua;Li Baohua;CHN;li;baohua;CHN;;;;;2;0;1909;10;;;;;People's Republic of China;Laoting County
Chen Xiyu;Chen Xiyu;CHN;chen;xiyu;CHN;;;;;2;0;1911;7;;;;;;
Hu Lijiao;Hu Lijiao;CHN;hu;lijiao;CHN;;;;;2;0;1914;12;;;;;;
Chen Muhua;Chen Muhua;CHN;chen;muhua;CHN;;;;;2;1;1921;6;2;Political University;;;People's Republic of China;Qingtian
Lu Peijian;Lu Peijian;CHN;lu;peijian;CHN;1982;4;1985;3;2;0;1928;8;2;Renmin University of China;;;People's Republic of China;Hongze District
Lu Peijian;Lu Peijian;CHN;lu;peijian;CHN;1982;4;1985;3;2;0;1928;8;2;Renmin University of China;;;People's Republic of China;Hongze District
Zhu Rongji;Zhu Rongji;CHN;zhu;rongji;CHN;1993;3;1998;3;2;0;1928;10;2;Tsinghua University;;;People's Republic of China;Changsha
Li Guixian;Li Guixian;CHN;li;guixian;CHN;;;;;2;0;1937;8;2;Technology Institute;;;People's Republic of China;Gaizhou
Dai Xianglong;Dai Xianglong;CHN;dai;xianglong;CHN;;;;;2;0;1944;10;2;Central University of Finance;;;People's Republic of China;Yizheng
Chen Yuan;Chen Yuan;CHN;chen;yuan;CHN;2013;3;;;1;0;1945;1;1;;;;People's Republic of China;People's Republic of China
Wu Xiaoling;Wu Xiaoling;CHN;wu;xiaoling;CHN;;;;;1;1;1947;1;;;;;;
Wu Xiaoling;Wu Xiaoling;CHN;wu;xiaoling;CHN;;;;;0;1;1947;1;;;;;;
Wu Xiaoling;Wu Xiaoling;CHN;wu;xiaoling;CHN;;;;;0;1;1947;1;;;;;;
Zhou Xiaochuan;Zhou Xiaochuan;CHN;zhou;xiaochuan;CHN;2002;12;2018;3;2;0;1948;1;2;"Beijing University of; Tsinghua University";;;People's Republic of China;Yixing
Ma Delun;Ma Delun;CHN;ma;delun;CHN;;;;;1;0;;;;;;;;
Su Ning;Su Ning;CHN;su;ning;CHN;;;;;0;0;1953;1;;;;;People's Republic of China;Xiaoyi
Li Ruogu;Li Ruogu;CHN;li;ruogu;CHN;;;;;0;0;1951;1;2;"University; Princeton University";;;;
Li Ruogu;Li Ruogu;CHN;li;ruogu;CHN;;;;;1;0;1951;1;2;"University; Princeton University";;;;
Liu Tinghuan;Liu Tinghuan;CHN;liu;tinghuan;CHN;;;;;0;0;;;;;;;;
Guo Shuqing;Guo Shuqing;CHN;guo;shuqing;CHN;;;;;0;0;1956;1;2;"University; Chinese Academy of Social";;;People's Republic of China;Inner Mongolia
Xiang Junbo;Xiang Junbo;CHN;xiang;junbo;CHN;;;;;1;0;1957;;1;;;;People's Republic of China;Chongqing
Junbo Xiang;Junbo Xiang;CHN;junbo;xiang;CHN;;;;;1;0;;;;;;;;
Hu Xiaolian;Hu Xiaolian;CHN;hu;xiaolian;CHN;;;;;0;1;1958;1;;;;;People's Republic of China;Hubei
Hu Xiaolian;Hu Xiaolian;CHN;hu;xiaolian;CHN;;;;;1;1;1958;1;;;;;People's Republic of China;Hubei
Yi Gang;Yi Gang;CHN;yi;gang;CHN;2018;3;2023;7;2;0;1958;3;6;;;University;People's Republic of China;Beijing
Liu Guoqiang;Liu Guoqiang;CHN;liu;guoqiang;CHN;;;;;0;0;1953;1;2;"University; Northeastern University";;;People's Republic of China;Benxi
Liu Shiyu;Liu Shiyu;CHN;liu;shiyu;CHN;;;;;0;0;1961;11;2;Tsinghua University;;;People's Republic of China;Guanyun County
Liu Shiyu;Liu Shiyu;CHN;liu;shiyu;CHN;;;;;1;0;1961;11;2;Tsinghua University;;;People's Republic of China;Guanyun County
Pan Gongsheng;Pan Gongsheng;CHN;pan;gongsheng;CHN;2023;7;;;1;0;1963;7;2;Renmin University of China;;;People's Republic of China;Anqing
Pan Gongsheng;Pan Gongsheng;CHN;pan;gongsheng;CHN;2023;7;;;2;0;1963;7;2;Renmin University of China;;;People's Republic of China;Anqing
Fan Yifei;Fan Yifei;CHN;fan;yifei;CHN;;;;;1;0;1964;1;2;"Renmin University of; Columbia University";;;China;Jiangsu
Zhang Qingsong;Zhang Qingsong;CHN;zhang;qingsong;CHN;;;;;1;0;;;;;;;;
Chen Yulu;Chen Yulu;CHN;chen;yulu;CHN;;;;;1;0;1966;11;2;Renmin University;;;People's Republic of China;Gaocheng District
Liu Guiping;Liu Guiping;CHN;liu;guiping;CHN;;;;;0;0;1966;5;2;"University; Jinan University";;;People's Republic of China;Hengnan County
Xuan Changneng;Xuan Changneng;CHN;xuan;changneng;CHN;;;;;1;0;;;;;;;;
Zhu Hexin;Zhu Hexin;CHN;zhu;hexin;CHN;;;;;1;0;;;;;;;;
Lu Lei;Lu Lei;CHN;lu;lei;CHN;;;;;1;0;;;;;;;;
Abdoulaye Fadiga;Abdoulaye Fadiga;CIV;abdoulaye;fadiga;CIV;;;;;2;0;;;;;;;;
Abdoulaye Fadig;Abdoulaye Fadig;CIV;abdoulaye;fadig;CIV;;;;;2;0;;;;;;;;
Alassane Ouattara;Alassane Ouattara;CIV;alassane;ouattara;CIV;2012;2;2013;2;2;0;1942;1;6;;;;Ivory Coast;Dimbokro
Alassane Ouattara;Alassane Ouattara;CIV;alassane;ouattara;CIV;2012;2;2013;2;2;0;1942;1;6;;;;Ivory Coast;Dimbokro
"Charles Konan Banny
";Charles Banny;CIV;charles;banny;BFA;;;;;2;0;1942;11;1;;;;Ivory Coast;Divo
"Charles Konan Banny
";Charles Banny;CIV;charles;banny;CIV;;;;;0;0;1942;11;1;;;;Ivory Coast;Divo
"Philippe-Henri Dakoury-Tabley
";Philippe Dakourytabley;CIV;philippe;dakourytabley;CIV;;;;;2;0;;;;;;;;
Philippe-Henri Dacoury-Tabley;Philippe Dacourytabley;CIV;philippe;dacourytabley;CIV;;;;;2;0;;;;;;;;
Tiemoko Kone;Tiemoko Kone;CIV;tiemoko;kone;TGO;2022;4;;;2;0;1949;4;;;;;French West Africa (now Ivory Coast );( 1949-04-26 ) 26 April 1949 (age 77) Tafiré
Philippehenri Dacourytabley;Philippehenri Dacourytabley;CIV;philippehenri;dacourytabley;CIV;;;;;2;0;;;;;;;;
"Justin Damo Baro
";Justin Baro;CIV;justin;baro;CIV;;;;;2;0;1952;12;1;;;;Burkina Faso;Toussiana Department
"Justin Damo Baro
";Justin Baro;CIV;justin;baro;CIV;;;;;2;0;1952;12;1;;;;Burkina Faso;Toussiana Department
Jean‑Claude Kassi Brou;Jean Brou;CIV;jean;brou;TGO;;;;;2;0;;;;;;;;
"Jean-Baptiste Compaoré
";Jean Compaore;CIV;jean;compaore;CIV;;;;;2;0;;;;;;;;
Lansina Bakary;Lansina Bakary;CIV;lansina;bakary;CIV;;;;;0;0;;;;;;;;
Kanvaly Diomande;Kanvaly Diomande;CIV;kanvaly;diomande;CIV;;;;;0;0;;;;;;;;
Mama Ouattara;Mama Ouattara;CIV;mama;ouattara;CIV;;;;;0;0;1951;6;;;;;Ivory Coast;Bouna
Robert Julienne;Robert Julienne;CIV;robert;julienne;CIV;;;;;2;0;;;;;;;;
Mama Ouattara;Mama Ouattara;CIV;mama;ouattara;CIV;;;;;0;0;1951;6;;;;;Ivory Coast;Bouna
Jean-Félix Mamalepot;Jean Mamalepot;CMR;jean;mamalepot;CMR;;;;;2;0;;;;;;;;
Casimir Oyé-Mba;Casimir Oyemba;CMR;casimir;oyemba;CMR;;;;;2;0;;;;;;;;
Abbas Tolli;Abbas Tolli;CMR;abbas;tolli;CMR;2017;2;;;2;0;1972;4;1;;;;Chad;Abéché
Yvon Sana Bangui;Yvon Bangui;CMR;yvon;bangui;CMR;;;;;2;0;;;;;;;;
Christian Joudiou;Christian Joudiou;CMR;christian;joudiou;CMR;;;;;2;0;;;;;;;;
Philibert Andzembe;Philibert Andzembe;CMR;philibert;andzembe;CMR;;;;;2;0;;;;;;;;
Lucas Abaga Nchama;Lucas Nchama;CMR;lucas;nchama;CMR;;;;;2;0;;;;;;;;
Karel-Antoine-Francis VERCRUYSSE;Karel Vercruysse;COD;karel;vercruysse;COD;;;;;1;0;;;;;;;;
Jean N'SELE EKOFO ANYENGA;Jean Anyenga;COD;jean;anyenga;COD;;;;;1;0;;;;;;;;
Jean Nyembo Shabani;Jean Shabani;COD;jean;shabani;COD;;;;;2;0;;;;;;;;
Etienne Crispin MANTOMINA KIALA;Etienne Kiala;COD;etienne;kiala;COD;;;;;1;0;;;;;;;;
Charles Nkoso;Charles Nkoso;COD;charles;nkoso;COD;;;;;2;0;;;;;;;;
Jules Croy Emony Mondanga;Jules Mondanga;COD;jules;mondanga;COD;;;;;2;0;;;;;;;;
Jules Nbagui;Jules Nbagui;COD;jules;nbagui;COD;;;;;2;0;;;;;;;;
Omer TSHIUNZA MBIYE;Omer Mbiye;COD;omer;mbiye;COD;;;;;1;0;;;;;;;;
Joseph BUHENDWA BWA MUSHABA;Joseph Mushaba;COD;joseph;mushaba;COD;;;;;1;0;;;;;;;;
Joseph Buhendwa bwa Mushasa;Joseph Mushasa;COD;joseph;mushasa;COD;;;;;2;0;;;;;;;;
Casimir GBENDO NDEWA HEAD;Casimir Head;COD;casimir;head;COD;;;;;1;0;;;;;;;;
Pierre Pay-Pay wa Syakasighe;Pierre Syakasighe;COD;pierre;syakasighe;COD;;;;;2;0;;;;;;;;
"Godefroid Ndiang Kabul
";Godefroid Kabul;COD;godefroid;kabul;COD;;;;;1;0;;;;;;;;
Nestor DIAMBWANA;Nestor Diambwana;COD;nestor;diambwana;COD;;;;;1;0;;;;;;;;
KIKATA NGIMA;Kikata Ngima;COD;kikata;ngima;COD;;;;;1;0;;;;;;;;
Dieudonné Fikiri Alimasi;Dieudonne Alimasi;COD;dieudonne;alimasi;COD;;;;;1;0;;;;;;;;
Jean-Marie EMUNGU;Jeanmarie Emungu;COD;jeanmarie;emungu;COD;;;;;1;0;;;;;;;;
Jules Assango;Jules Assango;COD;jules;assango;COD;;;;;1;0;;;;;;;;
Malangu Kabedi Mbuyi;Malangu Mbuyi;COD;malangu;mbuyi;COD;;;;;2;1;;;;;;;;
Deogratias Nyembo;Deogratias Nyembo;COD;deogratias;nyembo;COD;;;;;2;0;;;;;;;;
Pambu Pambu;Pambu Pambu;COD;pambu;pambu;COD;;;;;1;0;;;;;;;;
André Wameso Nkwaluloki;Andre Nkwaluloki;COD;andre;nkwaluloki;COD;;;;;2;0;;;;;;;;
Anderson MAWAKANI SAMBA;Anderson Samba;COD;anderson;samba;COD;;;;;1;0;;;;;;;;
FIKIRI ALIMASI WA ASANI;I Asani;COD;i;asani;COD;;;;;1;0;;;;;;;;
William Pambu;William Pambu;COD;william;pambu;COD;;;;;1;0;;;;;;;;
Albert Ndele;Albert Ndele;COG;albert;ndele;COG;;;;;2;0;1930;8;2;;;;Democratic Republic of the Congo;Boma
Jean Nyembo Shabani;Jean Shabani;COG;jean;shabani;COG;;;;;2;0;;;;;;;;
Charles Bofossa Wambea Nkosso;Charles Nkosso;COG;charles;nkosso;COG;;;;;2;0;;;;;;;;
Jules Croy Emony Mondanga;Jules Mondanga;COG;jules;mondanga;COG;;;;;2;0;;;;;;;;
