country,central_bank_name,wikipedia_url,official_website,board_page_url,discovery_method,member_name,member_role,source_title,source_snippet
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,The Governing Board,Organisational structure Organisational structure shall be a collective body of the Bank of Abkhazia. The Governing Boar,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,Organisational structure Organisational structure The Governing Board shall be a collective body of the Bank of Abkhazia. The Governing Board shall set guidelines for the activities of the Bank of Abkhazia and exercise general guidance of the Bank of Abkhazia. The Governing Board shall be comprised 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Abkhazia. The Governing Board,Organisational structure Organisational structure The Governing Board shall be a collective body of the Bank of shall se,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,Organisational structure Organisational structure The Governing Board shall be a collective body of the Bank of Abkhazia. The Governing Board shall set guidelines for the activities of the Bank of Abkhazia and exercise general guidance of the Bank of Abkhazia. The Governing Board shall be comprised 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board. Members,Organisational structure Organisational structure The Governing Board shall be a collective body of the Bank of Abkhazia,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,Organisational structure Organisational structure The Governing Board shall be a collective body of the Bank of Abkhazia. The Governing Board shall set guidelines for the activities of the Bank of Abkhazia and exercise general guidance of the Bank of Abkhazia. The Governing Board shall be comprised 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,Organisational structure Organisational structure The shall be a collective body of the Bank of Abkhazia. The Governing,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,Organisational structure Organisational structure The Governing Board shall be a collective body of the Bank of Abkhazia. The Governing Board shall set guidelines for the activities of the Bank of Abkhazia and exercise general guidance of the Bank of Abkhazia. The Governing Board shall be comprised 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,The Governing Board,shall be comprised of the Chairman of the Bank of Abkhazia and six members of the Governing Board. Members of the Govern,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Governing Board shall be comprised of the Chairman of the Bank of Abkhazia and six members of the Governing Board. Members of the Governing Board shall work in the Bank of Abkhazia on a full-time basis.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board. Members,The Governing Board shall be comprised of the Chairman of the Bank of Abkhazia and six members of the of the Governing B,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Governing Board shall be comprised of the Chairman of the Bank of Abkhazia and six members of the Governing Board. Members of the Governing Board shall work in the Bank of Abkhazia on a full-time basis.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,The shall be comprised of the Chairman of the Bank of Abkhazia and six members of the Governing Board. Members of the Go,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Governing Board shall be comprised of the Chairman of the Bank of Abkhazia and six members of the Governing Board. Members of the Governing Board shall work in the Bank of Abkhazia on a full-time basis.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,The Bank,of Abkhazia shall be headed by the Chairman appointed by the People’s Assembly of the Republic of Abkhazia for a term of,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Bank of Abkhazia shall be headed by the Chairman appointed by the People’s Assembly of the Republic of Abkhazia for a term of five years by a majority vote of the total number of deputies.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,The President,of the Republic of Abkhazia shall appoint an Acting Chairman of the Bank of Abkhazia from among the members of the Gover,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The President of the Republic of Abkhazia shall appoint an Acting Chairman of the Bank of Abkhazia from among the members of the Governing Board for the term necessary for the People’s Assembly of the Republic of Abkhazia to appoint the Chairman of the Bank of Abkhazia. The People’s Assembly of the 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Acting Chairman,The President of the Republic of Abkhazia shall appoint an of the Bank of Abkhazia from among the members of the Governi,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The President of the Republic of Abkhazia shall appoint an Acting Chairman of the Bank of Abkhazia from among the members of the Governing Board for the term necessary for the People’s Assembly of the Republic of Abkhazia to appoint the Chairman of the Bank of Abkhazia. The People’s Assembly of the 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,The President of the Republic of Abkhazia shall appoint an Acting Chairman of the Bank of Abkhazia from among the member,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The President of the Republic of Abkhazia shall appoint an Acting Chairman of the Bank of Abkhazia from among the members of the Governing Board for the term necessary for the People’s Assembly of the Republic of Abkhazia to appoint the Chairman of the Bank of Abkhazia. The People’s Assembly of the 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Abkhazia. The People,The President of the Republic of Abkhazia shall appoint an Acting Chairman of the Bank of Abkhazia from among the member,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The President of the Republic of Abkhazia shall appoint an Acting Chairman of the Bank of Abkhazia from among the members of the Governing Board for the term necessary for the People’s Assembly of the Republic of Abkhazia to appoint the Chairman of the Bank of Abkhazia. The People’s Assembly of the 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,Members of the shall be appointed for the term of five years by the People’s Assembly of the Republic of Abkhazia on the,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,Members of the Governing Board shall be appointed for the term of five years by the People’s Assembly of the Republic of Abkhazia on the proposal of the President of the Republic of Abkhazia.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,Candidates for the posts of the members of the shall be proposed to the President of the Republic of Abkhazia by the Cha,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,Candidates for the posts of the members of the Governing Board shall be proposed to the President of the Republic of Abkhazia by the Chairman of the Bank of Abkhazia.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,Members of the shall be dismissed,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,Members of the Governing Board shall be dismissed:
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,The Chairman,of the Bank of Abkhazia shall be entitled to raise before the President of the Republic of Abkhazia the issue of dismiss,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Chairman of the Bank of Abkhazia shall be entitled to raise before the President of the Republic of Abkhazia the issue of dismissal of the Governing Board member before the expiry of the term.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,The Chairman of the Bank of Abkhazia shall be entitled to raise before the President of the Republic of Abkhazia the iss,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Chairman of the Bank of Abkhazia shall be entitled to raise before the President of the Republic of Abkhazia the issue of dismissal of the Governing Board member before the expiry of the term.
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,"Meetings of the shall be chaired by the Chairman of the Bank of Abkhazia and in his absence, by his deputy from among th",National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,"Meetings of the Governing Board shall be chaired by the Chairman of the Bank of Abkhazia and in his absence, by his deputy from among the Board members."
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,The Governing Board,shall adopt decisions by a majority vote of the Board members present at the meeting with a quorum of four people. The m,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Governing Board shall adopt decisions by a majority vote of the Board members present at the meeting with a quorum of four people. The minutes of the Board meeting shall be signed by the chairman of the meeting and one of the Board members. When the Governing Board adopts decisions relating to m
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,The shall adopt decisions by a majority vote of the Board members present at the meeting with a quorum of four people. T,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,The Governing Board shall adopt decisions by a majority vote of the Board members present at the meeting with a quorum of four people. The minutes of the Board meeting shall be signed by the chairman of the meeting and one of the Board members. When the Governing Board adopts decisions relating to m
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Annual Report,it shall approve the of the Bank of Abkhazia and submit the document to the President and the People’s Assembly of the R,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,it shall approve the Annual Report of the Bank of Abkhazia and submit the document to the President and the People’s Assembly of the Republic of Abkhazia;
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Abkhazia. The People,it shall examine the expense budget of the Bank of Abkhazia by the deadline of November 30 of the preceding year and sub,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,it shall examine the expense budget of the Bank of Abkhazia by the deadline of November 30 of the preceding year and submit it to the President of the Republic of Abkhazia. The People’s Assembly of the Republic of Abkhazia shall approve the Bank of Abkhazia expense budget at the proposal of the Pres
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Deputy Chairmen,"it shall establish the form and amount of compensation to be paid to the Chairman of the Bank of Abkhazia, of the Bank o",National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,"it shall establish the form and amount of compensation to be paid to the Chairman of the Bank of Abkhazia, Deputy Chairmen of the Bank of Abkhazia and other Bank of Abkhazia employees in accordance with the current legislation of the Republic of Abkhazia;"
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,Members of the cannot be deputies to the People’s Assembly of the Republic of Abkhazia or members of local self-governme,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,"Members of the Governing Board cannot be deputies to the People’s Assembly of the Republic of Abkhazia or members of local self-government, or members of the Government of the Republic of Abkhazia."
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,"A member of the shall relinquish his powers as a deputy, resign as a member of local self-government or the Government o",National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,"A member of the Governing Board shall relinquish his powers as a deputy, resign as a member of local self-government or the Government of the Republic of Abkhazia within one month after his appointment as a member of the Governing Board, after which the newly appointed Board member begins performing"
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board,"A member of the cannot be a member of any political party or hold any position in a public, political or religious organ",National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,"A member of the Governing Board cannot be a member of any political party or hold any position in a public, political or religious organisation. A member of the Governing Board shall not be subject to the restrictions imposed by Article 87 of the existing Law. The Chairman of the Bank of Abkhazia:"
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Law. The Chairman,"A member of the Governing Board cannot be a member of any political party or hold any position in a public, political or",National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,"A member of the Governing Board cannot be a member of any political party or hold any position in a public, political or religious organisation. A member of the Governing Board shall not be subject to the restrictions imposed by Article 87 of the existing Law. The Chairman of the Bank of Abkhazia:"
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Governing Board. Should,"shall chair the meetings of the the votes be equally divided, the Chairman of the Bank of Abkhazia shall have the decidi",National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,"shall chair the meetings of the Governing Board. Should the votes be equally divided, the Chairman of the Bank of Abkhazia shall have the deciding vote;"
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Abkhazia About,English ▼ Аҧсуа Русский English Türkçe Banking system of the National Bank Organisational structure Functions of the Ban,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Functions of the Bank of Abkhazia Legal status The Laws of the Republic of Abkhazia Regulations Information on Credit Institutions Summary Information on Credit Institutions APRA Coins 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,National Bank Organisational,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the structure Functions of the Bank of Abkhazia,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Functions of the Bank of Abkhazia Legal status The Laws of the Republic of Abkhazia Regulations Information on Credit Institutions Summary Information on Credit Institutions APRA Coins 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Abkhazia Legal,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Funct,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Functions of the Bank of Abkhazia Legal status The Laws of the Republic of Abkhazia Regulations Information on Credit Institutions Summary Information on Credit Institutions APRA Coins 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,The Laws,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Funct,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Functions of the Bank of Abkhazia Legal status The Laws of the Republic of Abkhazia Regulations Information on Credit Institutions Summary Information on Credit Institutions APRA Coins 
Abkhazia *,National Bank of the Republic of Abkhazia,https://en.wikipedia.org/wiki/National_Bank_of_the_Republic_of_Abkhazia,https://nb-ra.org/en/,https://nb-ra.org/en/governing-board-of-the-bank-of-abkhazia.html,homepage_link,Abkhazia Regulations Information,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Funct,National Bank of the Republic of Abkhazia : The Bank of Abkhazia Information - Organisational structure,English ▼ Аҧсуа Русский English Türkçe Banking system of Abkhazia About the National Bank Organisational structure Functions of the Bank of Abkhazia Legal status The Laws of the Republic of Abkhazia Regulations Information on Credit Institutions Summary Information on Credit Institutions APRA Coins 
Afghanistan,Da Afghanistan Bank,https://en.wikipedia.org/wiki/Da_Afghanistan_Bank,https://www.dab.gov.af/,https://www.dab.gov.af/Executive-Board,homepage_link,Executive Board,"of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is r",EXECUTIVE BOARD | Da Afghanistan Bank,"Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is responsible for all matters concerning the administration and operations of DAB."
Afghanistan,Da Afghanistan Bank,https://en.wikipedia.org/wiki/Da_Afghanistan_Bank,https://www.dab.gov.af/,https://www.dab.gov.af/Executive-Board,homepage_link,Second Deputy Governors. The Executive Board,"Executive Board of DAB is composed of three members, each who are: Governor, First and is responsible for all matters co",EXECUTIVE BOARD | Da Afghanistan Bank,"Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is responsible for all matters concerning the administration and operations of DAB."
Afghanistan,Da Afghanistan Bank,https://en.wikipedia.org/wiki/Da_Afghanistan_Bank,https://www.dab.gov.af/,https://www.dab.gov.af/Executive-Board,homepage_link,DAB Executive Board,Members of,EXECUTIVE BOARD | Da Afghanistan Bank,Members of DAB Executive Board
Afghanistan,Da Afghanistan Bank,https://en.wikipedia.org/wiki/Da_Afghanistan_Bank,https://www.dab.gov.af/,https://www.dab.gov.af/Executive-Board,homepage_link,Executive Board Executive Board,"of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is r",EXECUTIVE BOARD | Da Afghanistan Bank,"Executive Board Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is responsible for all matters concerning the administration and operations of DAB. Members of DAB Executive Board"
Afghanistan,Da Afghanistan Bank,https://en.wikipedia.org/wiki/Da_Afghanistan_Bank,https://www.dab.gov.af/,https://www.dab.gov.af/Executive-Board,homepage_link,Second Deputy Governors. The Executive Board,"Executive Board Executive Board of DAB is composed of three members, each who are: Governor, First and is responsible fo",EXECUTIVE BOARD | Da Afghanistan Bank,"Executive Board Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is responsible for all matters concerning the administration and operations of DAB. Members of DAB Executive Board"
Afghanistan,Da Afghanistan Bank,https://en.wikipedia.org/wiki/Da_Afghanistan_Bank,https://www.dab.gov.af/,https://www.dab.gov.af/Executive-Board,homepage_link,DAB. Members,"Executive Board Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Gov",EXECUTIVE BOARD | Da Afghanistan Bank,"Executive Board Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is responsible for all matters concerning the administration and operations of DAB. Members of DAB Executive Board"
Afghanistan,Da Afghanistan Bank,https://en.wikipedia.org/wiki/Da_Afghanistan_Bank,https://www.dab.gov.af/,https://www.dab.gov.af/Executive-Board,homepage_link,DAB Executive Board,"Executive Board Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Gov",EXECUTIVE BOARD | Da Afghanistan Bank,"Executive Board Executive Board of DAB is composed of three members, each who are: Governor, First and Second Deputy Governors. The Executive Board is responsible for all matters concerning the administration and operations of DAB. Members of DAB Executive Board"
