iso3,source
KOR,http://eng.bok.or.kr/
KOR,https://www.bok.or.kr/eng/main/contents.do?menuNo=400240
KWT,MS/email
KWT,http://new.cbk.gov.kw/en/index.jsp
KWT,http://www.cbk.gov.kw/WWW/index.html
KWT,https://www.cbk.gov.kw/en
KWT,https://www.cbk.gov.kw/en/about-cbk/governor/profile
LAO,http://www.bol.gov.la/english/listofgovernor.html
LAO,https://www.bol.gov.la/en/governored-head
LAO,https://www.bol.gov.la/en/index
LBN,"MS, http://www.bdl.gov.lb/bdl/Governorate.htm"
LBN,homepage
LBN,http://www.bdl.gov.lb/bdl/Governorate.htm
LBN,http://www.bdl.gov.lb/bdl/governorate.htm
LBN,http://www.bdl.gov.lb/tabs/index/1/255/Governorate-Timeline.html
LBN,https://www.bdl.gov.lb/biographies.php
LBN,https://www.bdl.gov.lb/index.php
LBY,"IFS (names correspond to SM, except one)"
LBY,http://cbl.gov.ly/en/
LBY,http://cbl.gov.ly/eng/
LBY,http://www.cbl.gov.ly/eg/
LBY,http://www.cbl.gov.ly/en/variant/index.php?cid=94
LBY,https://cbl.gov.ly/en/
LBY,https://lana.gov.ly/post.php?lang=en&id=261905
LBY,https://newlinesmag.com/reportage/how-libyas-central-bank-chief-survived-a-decade-of-conflict/
LBY,https://www.reuters.com/article/ozabs-uk-libya-cenbank-idAFKBN0H90F520140914
LKA,Sturm/de Haan /
LKA,http://www.cbsl.gov.lk/
LKA,http://www.cbsl.gov.lk/info/03_about/a_2_2.htm
LKA,http://www.centralbanklanka.org/newg.html
LKA,https://www.cbsl.gov.lk/en/about/organisational-structure/monetary-board
LKA,letter/MS
LSO,MS
LSO,http://www.centralbank.org.ls/
LTU,http://www.lb.lt/eng/about/board.html
LTU,"http://www.lb.lt/eng/about/board.html,"
LTU,"http://www.lb.lt/eng/about/board.html, e-mail"
LTU,https://www.lb.lt/en/historical-timeline
LUX,e-mail
LUX,http://www.bcl.lu/en/bcl/organisation/decision/index.html
LVA,e-mail
LVA,http://www.bank.lv
LVA,http://www.bank.lv/eng/main/all/lvbank/suv/lbs/
LVA,https://www.bank.lv/en/about-us/governance/structure
MAC,http://www.amcm.gov.mo/
MAC,https://www.amcm.gov.mo/en/about-amcm/organization-structure/membros-dos-conselhos
MAC,letter
MAR,MS
MAR,http://www.banxico.org.mx/siteBanxicoINGLES/aAcercaBanxico/Organigrama/Organigrama.asp
MAR,http://www.banxico.org.mx/siteBanxicoINGLES/aAcercaBanxico/Organigrama/Organigrama.asp / Sturm/de Haan
MAR,http://www.bkam.ma/
MAR,http://www.bkam.ma/wps/portal/net/kcxml/04_Sj9SPykssy0xPLMnMz0vM0Y_QjzKL94o38vEASZnFe8QbebvqR2KIuSDEgvS99X098nNT9QP0C3JDI8odHRUB-vurKw!!/delta/base64xml/L0lKWWttUSEhL3dITUFDc0FJVUFOby80SUVhREFBIS9lbg!!?Lien=V
MDG,MS
MDG,"MS, e-mail"
MDG,http://www.banque-centrale.mg/index.php?id=m1_9_1#gv
MDV,MS
MDV,e-mail
MDV,http://www.mma.gov.mv/
MDV,http://www.mma.gov.mv/#/about/boardofdirectors
MDV,http://www.mma.gov.mv/#/about/history/governors&vicegovernors
MDV,http://www.mma.gov.mv/board.php
MEX,MS
MEX,e-mail
MEX,http://www.banxico.org.mx/acerca-del-banco-de-mexico/board-of-governors.html
MEX,http://www.banxico.org.mx/sitioIngles/acercaBM/boardOfGovernors/BoardOfGovernors.pdf
MEX,https://www.banxico.org.mx/getting-to-know-banco-de-mexico/board-of-governors-curriculum.html
MEX,https://www.banxico.org.mx/indexen.html
MKD,http://www.nbrm.gov.mk/default-en.asp?ItemID=06DF3D18155AE34DADE57AF8E8286CBA
MKD,http://www.nbrm.mk/default-en.asp
MKD,http://www.nbrm.mk/guverner-en.nspx
MKD,https://www.nbrm.mk/pocetna-en.nspx
MLT,"Sturm/ de Haan,"
MLT,http://www.centralbankmalta.com/site/about4a.html
MLT,https://www.centralbankmalta.org
MLT,https://www.centralbankmalta.org/governance-board-of-directors
MLT,letter
MMR,http://www.cbm.gov.mm/content/list-governors-central-bank-myanmar-0
MMR,https://www.cbm.gov.mm
MMR,https://www.cbm.gov.mm/content/40
MNE,http://www.cb-cg.org/eng/index.php?mn1=about_us&mn2=governance
MNE,http://www.cb-mn.org/eng/index.php?mn1=about_us&mn2=governance
MNE,https://www.cbcg.me/en
MNE,https://www.cbcg.me/en/radoje-zugic-phd
MNG,http://www.mongolbank.mn/eng/listdirectors.aspx
MNG,http://www.mongolbank.mn/governors.htm
MNG,http://www.mongolbank.mn/web/guest/about_the_bank/history/governors
MNG,http://www.mongolbank.mn/web/guest/about_the_bank/organisation/bod
MNG,https://www.mongolbank.mn/en/
MNG,https://www.mongolbank.mn/en/p/former-governors
MOZ,MS
MOZ,"MS, http://www.bancomoc.mz/index.php?lang=po&menu=27"
MOZ,http://www.bancomoc.mz
MOZ,http://www.bancomoc.mz/fm_cadmin.aspx
MOZ,http://www.bancomoc.mz/index.php?lang=po&menu=27
MOZ,http://www.bancomoc.mz/index.php?lang=uk&menu=23
MOZ,https://www.bancomoc.mz/en/
MOZ,https://www.bancomoc.mz/en/the-bank/organization/board-of-directors/
MUS,"Sturm/ de Haan, e-mail"
MUS,http://bom.intnet.mu/?id=20003
MUS,https://www.bom.mu/?id=20003
MUS,https://www.bom.mu/about-the-bank/board-of-directors
MUS,letter
MWI,MS
MWI,http://www.rbm.mw
MWI,http://www.rbm.mw/
MWI,http://www.rbm.mw/general_info/index.asp?suburl=board
MWI,https://www.rbm.mw
MWI,https://www.rbm.mw/aboutrbm.aspx
MYS,MS/email
MYS,http://www.bnm.gov.my/index.php?ch=7&pg=2&ac=5
MYS,https://www.bnm.gov.my
MYS,https://www.bnm.gov.my/governors
NAM,http://www.bon.com.na/
NAM,http://www.bon.com.na/Content/TopLevelItems/AboutUs/board.aspx
NAM,http://www.bon.com.na/content/aboutus/history.aspx
NAM,https://www.bon.com.na/About-Us/Board-members-of-the-Bank.aspx
NAM,https://www.bon.com.na/About-Us/Corporate-Profile/Previous-Governors-of-the-Bank-of-Namibia.aspx
NGA,MS/letter
NGA,"Sturm/de Haan,"
NGA,http://www.cenbank.org
NGA,http://www.cenbank.org/AboutCBN/allgovernors.asp
NGA,http://www.cenbank.org/aboutus/BOARDOFD.HTM
NIC,IFS (gov = CB pres)
NIC,http://www.bcn.gob.ni/banco/consejo/consejo.php
NIC,http://www.bcn.gob.ni/index.php
NIC,http://www.bcn.gob.ni/publicaciones/anual/index.html?&val=0#
NIC,https://www.bcn.gob.ni
NIC,https://www.bcn.gob.ni/presidentes-del-bcn
NLD,http://www.dnb.nl/dnb/home/about_dnb/organisation/governing_board/en/47-150195-64.html
NLD,http://www.dnb.nl/en/about-dnb/organisation/governing-board/index.jsp
NLD,https://www.dnb.nl/en/
NLD,https://www.dnb.nl/en/about-us/executive-board/
NLD,letter
NOR,e-mail
NOR,http://www.norges-bank.no/
NOR,http://www.norges-bank.no/templates/article____12360.aspx
NPL,"Sturm/de Haan, Cukierman Webb"
NPL,email/IFS
NPL,http://www.nrb.org.np/
NPL,http://www.nrb.org.np/aboutus/bod.php
NPL,https://www.centralbanking.com/central-banking/news/1411600/nepal-central-bank-governor-suspended
NPL,https://www.nrb.org.np/about/
NPL,https://www.nrb.org.np/contents/uploads/2020/12/Golden_Jubilee_Publications-Nepal_Rastra_Bank_in_Fifty_Years__Part-I___-Resource_Management_and-_Organizational-_Development.pdf
NPL,https://www.upi.com/Archives/2000/08/30/Nepal-sacks-central-bank-chief/3588967608000/
NZL,http://www.rbnz.govt.nz/about/Whoweare/0092786.html
NZL,http://www.rbnz.govt.nz/about_us/management_and_board/0092786.html
NZL,https://www.rbnz.govt.nz
NZL,https://www.rbnz.govt.nz/about-us/chronology-of-reserve-bank-governors
OMN,http://www.cbo-oman.org/
OMN,https://cbo.gov.om
OMN,https://cbo.gov.om/Pages/Governance.aspx
PAK,MS
PAK,"MS,"
PAK,http://www.sbp.org.pk/about/governors/past.htm
PAN,Cukierman Webb
PAN,http://www.banconal.com.pa/
PAN,https://www.banconal.com.pa
PAN,https://www.banconal.com.pa/nuestro-banco.html#junta-directiva
PER,"MS, Christoph Moser"
PER,MS/email/IFS
PER,http://www.bcrp.gob.pe/about-the-bcrp/organization/board-of-directors.html
PHL,MS
PHL,e-mail
PHL,http://www.bsp.gov.ph/
PHL,http://www.bsp.gov.ph/about/governance_amt.asp
PNG,http://www.bankpng.gov.pg/
PNG,http://www.bankpng.gov.pg/index.php?option=com_content&task=view&id=6&Itemid=103
PNG,https://www.bankpng.gov.pg/about-us/bank-board-members/
POL,fax
POL,http://www.nbp.pl/
PRK,"Sturm/de Haan, Cukierman, e-mail,"
PRK,http://en.wikipedia.org/wiki/Kim_Wan_Su
PRK,http://www.bok.or.kr/eng/aboutbok/organ/organbok/organbok01.jsp?tbl=tbl_FM0000000066_CA0000001022
PRT,MS
PRT,http://www.bportugal.pt/
PRT,http://www.bportugal.pt/en-US/OBancoeoEurosistema/Historia/Pages/Antigosgovernadores.aspx?pagenr=1
PRT,https://www.bportugal.pt/en/page/governor?mlid=1057
PRY,MS
PRY,http://www.bcp.gov.py/BancoCentral/presidencia/authorities.aspx
PRY,http://www.bcp.gov.py/index.php?option=com_content&view=article&id=933&Itemid=141
PRY,http://www.bcp.gov.py/presidencia/bcpinfogral.htm
QAT,Cukierman
QAT,MS/IFS
QAT,http://www.qcb.gov.qa/
QAT,http://www.qcb.gov.qa/English/AboutQCB/Pages/aboutGovernor.aspx
ROM,e-mail
ROM,http://www.bnro.ro/The-Board-of-Directors--1320.aspx
ROM,http://www.bnro.ro/def_en.htm
ROM,https://www.bnro.ro/Home.aspx
RUS,Fax
RUS,http://www.cbr.ru/eng/
RUS,http://www.cbr.ru/eng/today/dir/
RUS,https://www.cbr.ru/eng/
RWA,http://www.bnr.rw/
RWA,https://www.bnr.rw/about/board-of-directors/
RWA,https://www.bnr.rw/index.php?id=3
RWA,https://www.bnr.rw/index.php?id=80
SAU,MS
SAU,http://www.sama.gov.sa/indexe.htm
SAU,http://www.sama.gov.sa/sites/samaen/AboutSAMA/Pages/SAMAManagement.aspx
SAU,https://www.sama.gov.sa/en-US/About/Pages/boardOfDirectors.aspx
SAU,https://www.sama.gov.sa/en-US/Pages/default.aspx
SDN,MS
SDN,http://www.bankofsudan.org/english/id_e/oldgov_e.htm
SDN,http://www.cbos.gov.sd/en
SDN,https://7enews.net/en/news-en/arab-news-en/al-burhan-relieves-the-governor-of-the-central-bank-of-sudan-from-his-post/
SDN,https://www.bloomberg.com/news/articles/2023-05-31/sudan-s-central-bank-is-latest-battleground-in-deadly-conflict#xj4y7vzkg
SER,http://www.nbs.rs/internet/english/
SER,http://www.nbs.rs/internet/english/10/10_8/10_8_2.html
SER,http://www.nbs.yu/english/regulations/index.htm
SER,https://www.nbs.rs/en/indeks/
SER,https://www.nbs.rs/en/o_nbs/rukovodstvo/
SGP,"e-mail,"
SGP,http://www.mas.gov.sg/
SGP,http://www.mas.gov.sg/about_us/mgt_structure/Board_and_Management.html
SGP,http://www.mas.gov.sg/masmcm/bin/pt1Introduction_to_MAS.htm
SGP,https://www.mas.gov.sg
SGP,letter/MS
SLB,MS
SLB,Sturm/de Haan / http://www.cbsi.com.sb/Gov_Office/pic_of_governors.htm
SLB,http://www.cbsi.com.sb/Gov_Office/pic_of_governors.htm
SLB,http://www.cbsi.com.sb/index.php?id=26
SLB,https://www.cbsi.com.sb
SLB,https://www.cbsi.com.sb/board-members/
SLV,MS/IFS
SLV,e-mail
SLV,http://www.bcr.gob.sv/
SLV,https://www.bcr.gob.sv
SLV,https://www.centralbanking.com/central-banks/governance/4267451/el-salvador-appoints-new-central-bank-chief
STP,http://www.bcstp.st/Historial.pdf
STP,http://www.bcstp.st/MembrosCA.aspx
STP,https://bcstp.st/Antigos-Governadores-Banco-Central
STP,https://bcstp.st/Inicio
SUR,email
SUR,fax
SUR,http://www.cbvs.sr/
SVK,e-mail
SVK,http://www.nbs.sk/
SVN,e-mail
SVN,http://195.245.106.9/en/bank-of-slovenia.asp?MapaId=2235
SVN,http://www.bsi.si/
SVN,https://www.bsi.si/en/about-us/organisation
SVN,https://www.bsi.si/o-nas/organizacija/nekdanji-guvernerji-banke-slovenije
SWE,e-mail
SWE,http://www.riksbank.com/
SWE,https://www.riksbank.se/en-gb/about-the-riksbank/history/former-governors-of-the-riksbank/
SWZ,"Sturm/de Haan, e-mail"
SWZ,http://www.centralbank.org.sz/
SWZ,http://www.centralbank.org.sz/index.php
SWZ,https://www.centralbank.org.sz
SWZ,https://www.centralbank.org.sz/governors-office/
SWZ,letter/MS
SYC,MS
SYC,"MS, e-mail"
SYC,http://www.cbs.sc/
SYC,http://www.cbs.sc/index.jsp
SYC,http://www.cbs.sc/institutions.html
SYC,http://www.cbs.sc/theinstitution.jsp
SYC,https://www.cbs.sc/index.html
SYR,MS/IFS (alt = CB pres)
SYR,http://www.banquecentrale.gov.sy/main-eg.htm
SYR,https://cb.gov.sy
THA,email/MS
THA,http://www.bot.or.th/bothomepage/BankAtWork/AboutBOT/Organize/ListOfGovernors_E.htm
THA,https://www.bot.or.th/English/AboutBOT/OrganizationAndExcutives/Pages/OranizationChart.aspx
THA,https://www.bot.or.th/en/about-us/governors.html
TTO,http://www.central-bank.org.tt/
TTO,http://www.central-bank.org.tt/about/whoweare/exgovernors.html
TTO,https://www.central-bank.org.tt/about/our-history/past-governors
TTO,letter
TUN,MS/IFS
TUN,http://www.bct.gov.tn/bct/siteprod/francais/index1.jsp
TUN,https://www.bct.gov.tn/bct/siteprod/documents/Conseil_06_a.pdf
TUR,Letter
TUR,MS
TUR,http://www.tcmb.gov.tr/yeni/eng/
TUR,https://web.archive.org/web/20111101020334/http://www.tcmb.gov.tr/yeni/banka/bsk/cvtur-ebasci.html
TUR,https://web.archive.org/web/20120508172156/http://www.tcmb.gov.tr/yeni/banka/cveng-DurmusYilmaz.htm
TUR,https://www.bbc.com/turkce/ekonomi/2016/04/160411_murat_cetinkaya_merkez_bankasi
TUR,https://www.hurriyet.com.tr/gundem/gazi-ercel-kimdir-iste-tcmb-eski-baskani-gazi-ercelin-biyografisi-42083271
TUR,https://www.nzz.ch/wirtschaft/erdogan-verspielt-das-letzte-bisschen-vertrauen-in-die-tuerkische-wirtschaftspolitik-ld.1607715
TUR,https://www.resmigazete.gov.tr/eskiler/2019/07/20190706-3.pdf
TUR,https://www.spiegel.de/wirtschaft/tuerkei-recep-tayyip-erdogan-feuert-chef-der-notenbank-a-1276090.html
TUR,https://www.tcmb.gov.tr/wps/wcm/connect/en/tcmb+en/main+page+site+area/decision+making/prof+sahap+kavcioglu
TUR,https://www.tepav.org.tr/tr/ekibimiz/s/64/Sureyya+Serdengecti
TUR,https://www.zeit.de/wirtschaft/2020-11/tuerkei-entlassung-chef-zentralbank-murat-uysal
TZA,http://www.bot-tz.org/AboutBOT/FormerGovernors.asp
TZA,http://www.bot-tz.org/AboutBOT/Former_Governors.htm
TZA,https://www.bot.go.tz/Governors
TZA,https://www.reuters.com/article/tanzania-cenbank-idUSL6N0RU13L20141001
TZA,https://www.reuters.com/world/africa/tanzanian-president-appoints-emmanuel-tutuba-central-bank-governor-2023-01-07/
TZA,letter
UGA,MS/ IFS (alt. = CB pres)
UGA,"Sturm/de Haan,"
UGA,http://web.archive.org/web/20180106063659/https://www.bou.or.ug/bou/services/museum/Governors_of_the_Bank.html
UGA,http://www.bou.or.ug/bouwebsite/opencms/bou/about/history/history_of_the_bank.html
UGA,http://www.bou.or.ug/cv.htm
UGA,https://www.theeastafrican.co.ke/tea/business/bank-of-uganda-governor-mutebile-dies-in-nairobi-3691848
UKR,http://bank.gov.ua/control/en/
UKR,http://www.bank.gov.ua/ENGL/DEFAULT.HTM
UKR,https://bank.gov.ua/en/news/all/kirilo-shevchenko-priznacheniy-golovoyu-natsionalnogo-banku-ukrayini
UKR,https://en.interfax.com.ua/news/economic/492110.html
UKR,https://v-matvienko.com.ua/en/biography/
UKR,https://web.archive.org/web/20100806005832/http://www.bank.gov.ua/ENGL/Nbu/board.htm
UKR,https://web.archive.org/web/20110222202500/http://www.bank.gov.ua/ENGL/Nbu/board.htm
UKR,https://web.archive.org/web/20120612031110/http://www.kyivpost.com/news/business/bus_general/detail/12456/
UKR,https://web.archive.org/web/20140228164704/http://uk.reuters.com/article/2014/02/24/ukraine-crisis-cbank-idUKL6N0LT3JV20140224
UKR,https://web.archive.org/web/20140619141531/http://www.bbc.com/news/world-europe-27919047
UKR,https://www.politico.eu/article/orange-revolutionary/
UKR,https://www.spiegel.de/wirtschaft/unternehmen/ukrainische-notenbankchefin-tritt-zurueck-a-1142647.html
UKR,https://zakon.rada.gov.ua/laws/show/1530-vii#Text
URY,"Christoph Moser, Fax"
URY,http://www.bcu.gub.uy/Acerca-de-BCU/Paginas/Directorio.aspx
URY,http://www.bcu.gub.uy/autoriza/sgoioi/authorities.html
URY,https://web.archive.org/web/20221006195023/https://arte.bcu.gub.uy/obra/bcup233/
URY,https://www.centralbanking.com/central-banks/governance/people/7506786/uruguay-appoints-interim-central-bank-president
URY,https://www.elpais.com.uy/negocios/noticias/deja-vu-en-el-banco-central-asumio-alberto-grana
URY,letter
USA,"Cukierman Webb,"
USA,http://www.federalreserve.gov/aboutthefed/bios/board/default.htm
USA,http://www.federalreserve.gov/bios/boardmembership.htm#chairmen
USA,https://www.federalreservehistory.org/people/g-william-miller
VEN,"Sturm, de Haan, e-mail"
VEN,homepage
VEN,http://www.bcv.org.ve/
VEN,http://www.bcv.org.ve/blanksite/c3/directorio.asp
VEN,https://www.bcv.org.ve/bcv/galeria-de-expresidentes
VNM,http://www.sbv.gov.vn
VNM,http://www.sbv.gov.vn/en/home/gtlanhdao.jsp
VNM,http://www.sbv.gov.vn/en/home/gtlanhdaodn.jsp
VNM,https://www.sbv.gov.vn/webcenter/portal/en/links/cm409;jsessionid=02tUK5WLJztDDjQb9sr17AWRFCA9qFbvsYfIDBsBrt5UTv5lMezY!-2024770115!-316602514?dDocName=SBV424220
VUT,MS/IFS (alt.=CB pres)
VUT,http://www.rbv.gov.vu/RBVDepartments.htm#Governor
VUT,http://www.rbv.gov.vu/index.php?option=com_content&view=article&id=218&Itemid=16&lang=en
VUT,https://www.rbv.gov.vu/index.php/en/about/board-of-directors/previous-board-members
WSM,e-mail
WSM,http://www.cbs.gov.ws/
WSM,http://www.cbs.gov.ws/about/whoweare/cbsgovernor.htm
WSM,http://www.cbs.gov.ws/index.php/about-us/who-we-are/central-bank-of-samoa-governor/
WSM,https://www.cbs.gov.ws
WSM,https://www.cbs.gov.ws/about/who-we-are/central-bank-of-samoa-governor/
WSM,letter
YEM,http://country.eiu.com/article.aspx?articleid=1634627747
YEM,http://www.centralbank.gov.ye/
YEM,http://www.khilafah.com/yemen-between-the-lies-of-al-houthis-promise-of-economic-prosperityand-the-destruction-of-the-hadi-governments-printing-of-paper-money-without-gold-coverage/
YEM,http://www.sabanew.net/story/ar/81751
YEM,https://al-bab.com/albab-orig/albab/yemen/biog/biogLZ.htm#SALAMI
YEM,https://english.cby-ye.com/news/170
YEM,https://www.aljazeera.com/economy/2021/12/6/yemen-replaces-central-bank-governor-deputy-amid-currency-crash
YEM,https://www.khuyut.com/article/abdulaziz-abdulghani
YEM,https://www.linkedin.com/in/mohamed-zemam-03137151
YEM,https://www.soutalmukawama.com/news/13605
YUG,http://www.nbs.rs/internet/english/
YUG,http://www.nbs.yu/english/regulations/index.htm
YUG,http://www.nbs.yu/export/internet/english/
ZAF,http://www.reservebank.co.za/
ZAF,https://www.resbank.co.za/en/home
ZAF,https://www.resbank.co.za/en/home/about-us/mr-lesetja-kganyago-biography
ZAF,letter
ZAR,IFS
ZAR,http://www.bcc.cd/
ZAR,http://www.bcc.cd/downloads/present/hist_dirig_bcc.pdf
ZAR,https://www.bcc.cd/bcc/gouverneurs/liste-des-gouverneurs
ZMB,IFS (alt=CB pres)
ZMB,"IFS, Cukierman"
ZMB,"IFS, Cukierman, E-mail"
ZMB,http://www.boz.zm/
ZMB,http://www.gondwe.com/html/michael-gondwe-from-zambia.html
ZMB,http://zambiachamber.org/christopher-mvunga-appointed-bank-of-zambia-governor/
ZMB,https://www.bis.org/review/r140606e.htm
ZMB,https://www.boz.zm/about/governors.htm
ZMB,https://www.centralbanking.com/central-banks/governance/people/7873976/bank-of-zambia-governor-resigns
ZMB,https://www.centralbanking.com/central-banks/governance/people/7881506/zambia-reinstates-kalyalya-as-central-bank-governor
ZMB,https://www.linkedin.com/in/caleb-fundanga-081a6252/?originalSubdomain=zm
ZMB,https://www.reuters.com/article/zambia-cenbank-governor-idINL8N2GX65K
ZMB,https://www.un.org/esa/ffd/wp-content/uploads/2015/08/ie-03052010-Fundanga_bio.pdf
ZWE,MS
ZWE,http://newzimbabwevision.com/kombo-moyana-zimbabwes-first-black-central-bank-governor-kombo-james-moyana-has-died-from-covid-moyana-who-was-at-the-helm-of-the-reserve-bank-of-zimbabwe-between-1983-and-1993-succumbed-to-covi/
ZWE,http://www.rbz.co.zw/
ZWE,https://allafrica.com/stories/201311280686.html
ZWE,https://newafricanmagazine.com/6115/
ZWE,https://www.africanbookscollective.com/authors-editors/gideon-gono
ZWE,https://www.bankofengland.co.uk/CalmView/Record.aspx?src=CalmView.Persons&id=DS%2FUK%2F170&pos=1
ZWE,https://www.bloomberg.com/profile/person/16347688#xj4y7vzkg
ZWE,https://www.centralbanking.com/central-banking/news/1411917/zimbabwe-central-bank-chief-resigns
ZWE,https://www.centralbanking.com/central-banking/news/1425492/new-rbz-governor-speaks-challenges-ahead
ZWE,https://www.centralbanking.com/central-banks/governance/people/4204081/people-zimbabwe-governor-given-second-term
ZWE,https://www.herald.co.zw/govt-to-appoint-acting-rbz-governor/
ZWE,https://www.herald.co.zw/state-assisted-funeral-for-ex-rbz-governor/
ZWE,https://www.pindula.co.zw/Leonard_Tsumba/
ZWE,https://www.rbz.co.zw/documents/acts/RBZ_Act.pdf
ZWE,https://www.reuters.com/article/idUSL5N0JE3MV20131129
ZWE,https://www.reuters.com/article/zimbabwe-cenbank-idUSL5N0MK0CS20140323
ZWE,https://www.voazimbabwe.com/a/zimbabwe-govenor-gideon-gono-leaves-rbz/1800604.html
